Name,Team,Position,Count,Per,numbteams.Freq,posadj,WAR
JOE FINLEY,NEW YORK ISLANDERS,D,541,-0.00844,1,-0.006480819,0.05
KURTIS FOSTER,PHILADELPHIA FLYERS,D,981,-0.00549,1,-0.003530819,0.05
MIKE KNUBLE,PHILADELPHIA FLYERS,R,1042,-0.00129,1,-0.003343094,0.05
DEREK MACKENZIE,COLUMBUS BLUE JACKETS,C,2779,0.00129,1,-0.001272331,0.04
RADKO GUDAS,TAMPA BAY LIGHTNING,D,2906,-0.00318,2,-0.001220819,0.04
RYAN JONES,EDMONTON OILERS,L,1973,0.00003,1,-0.001798672,0.04
ANTON BELOV,EDMONTON OILERS,D,1726,-0.00406,1,-0.002100819,0.03
JESSE WINCHESTER,FLORIDA PANTHERS,C,683,-0.00276,1,-0.005322331,0.03
DEREK ROY,ST. LOUIS BLUES,C,4439,0.00173,3,-0.000832331,0.02
JACK SKILLE,COLUMBUS BLUE JACKETS,R,1972,0.00018,2,-0.001873094,0.02
T.J. OSHIE,ST. LOUIS BLUES,C,3313,0.00145,1,-0.001112331,0.02
BROOKS LAICH,WASHINGTON CAPITALS,C,2023,0.00067,1,-0.001892331,0.01
STEVE DOWNIE,PHILADELPHIA FLYERS,R,1227,-0.00103,3,-0.003083094,0.01
TIM KENNEDY,PHOENIX COYOTES,L,1436,-0.00083,2,-0.002658672,0.01
JOHNNY BOYCHUK,BOSTON BRUINS,D,4748,-0.00277,1,-0.000810819,0
STEVE OLEKSY,WASHINGTON CAPITALS,D,2893,-0.00331,1,-0.001350819,0
TYLER MYERS,BUFFALO SABRES,D,4017,-0.00293,1,-0.000970819,0
MICHAEL STONE,PHOENIX COYOTES,D,3738,-0.00301,2,-0.001050819,-0.01
SHAWN HORCOFF,DALLAS STARS,C,3810,0.00152,2,-0.001042331,-0.01
MATT GREENE,LOS ANGELES KINGS,D,1203,-0.00528,1,-0.003320819,-0.02
TIM JACKMAN,ANAHEIM DUCKS,R,1646,-0.00038,2,-0.002433094,-0.02
JACOB JOSEFSON,NEW JERSEY DEVILS,C,1271,-0.0007,2,-0.003262331,-0.03
JONATHAN ERICSSON,DETROIT RED WINGS,D,3900,-0.00301,1,-0.001050819,-0.03
DEVIN SETOGUCHI,WINNIPEG JETS,R,3531,0.00086,2,-0.001193094,-0.04
SIMON DESPRES,PITTSBURGH PENGUINS,D,2128,-0.00392,1,-0.001960819,-0.04
MATT IRWIN,SAN JOSE SHARKS,D,3578,-0.00316,1,-0.001200819,-0.05
MIKE FISHER,NASHVILLE PREDATORS,C,4539,0.00162,1,-0.000942331,-0.05
SCOTTIE UPSHALL,FLORIDA PANTHERS,R,2610,0.00042,1,-0.001633094,-0.05
ANDREW MACDONALD,NEW YORK ISLANDERS,D,6060,-0.00268,1,-0.000720819,-0.06
CHRIS PHILLIPS,OTTAWA SENATORS,D,5394,-0.00276,1,-0.000800819,-0.06
MICHAEL DEL ZOTTO,NEW YORK RANGERS,D,5113,-0.00281,1,-0.000850819,-0.06
KEVIN WESTGARTH,CALGARY FLAMES,R,863,-0.00309,2,-0.005143094,-0.07
MATT STAJAN,CALGARY FLAMES,C,5001,0.00166,1,-0.000902331,-0.08
MATTHEW LOMBARDI,ANAHEIM DUCKS,C,1364,-0.00076,2,-0.003322331,-0.08
SCOTT HANNAN,SAN JOSE SHARKS,D,3149,-0.0034,2,-0.001440819,-0.08
ADRIAN AUCOIN,COLUMBUS BLUE JACKETS,D,1601,-0.00483,1,-0.002870819,-0.09
FRAZER MCLAREN,TORONTO MAPLE LEAFS,L,1001,-0.00271,1,-0.004538672,-0.09
JUSTIN FALK,NEW YORK RANGERS,D,1992,-0.00427,2,-0.002310819,-0.09
PASCAL DUPUIS,PITTSBURGH PENGUINS,L,3822,0.00063,1,-0.001198672,-0.09
JERRED SMITHSON,TORONTO MAPLE LEAFS,R,2458,0.00015,3,-0.001903094,-0.1
MATT HUNWICK,COLORADO AVALANCHE,D,2694,-0.0037,1,-0.001740819,-0.1
TOM PYATT,TAMPA BAY LIGHTNING,C,2160,0.00041,1,-0.002152331,-0.1
WILLIE MITCHELL,LOS ANGELES KINGS,D,2064,-0.00421,1,-0.002250819,-0.1
CRAIG ADAMS,PITTSBURGH PENGUINS,R,2981,0.00047,1,-0.001583094,-0.11
LAURI KORPIKOSKI,PHOENIX COYOTES,L,2868,0.00017,1,-0.001658672,-0.11
MARC STAAL,NEW YORK RANGERS,D,3148,-0.00345,1,-0.001490819,-0.11
BARRET JACKMAN,ST. LOUIS BLUES,D,3990,-0.00317,1,-0.001210819,-0.12
MARK STUART,WINNIPEG JETS,D,3604,-0.00329,1,-0.001330819,-0.12
TRAVIS MOEN,MONTREAL CANADIENS,L,2854,0.00015,1,-0.001678672,-0.12
CORY EMMERTON,DETROIT RED WINGS,C,2063,0.00018,1,-0.002382331,-0.13
STEPHEN GIONTA,NEW JERSEY DEVILS,R,2987,0.00043,1,-0.001623094,-0.13
JIM SLATER,WINNIPEG JETS,C,1444,-0.00086,1,-0.003422331,-0.14
SAM GAGNER,EDMONTON OILERS,C,5454,0.00164,1,-0.000922331,-0.15
ANDREW ALBERTS,VANCOUVER CANUCKS,D,1186,-0.00626,1,-0.004300819,-0.16
CAL CLUTTERBUCK,NEW YORK ISLANDERS,R,3089,0.00039,2,-0.001663094,-0.16
JIM O'BRIEN,OTTAWA SENATORS,C,1284,-0.00144,1,-0.004002331,-0.16
JOHN SCOTT,BUFFALO SABRES,L,971,-0.00344,1,-0.005268672,-0.16
MATT CULLEN,NASHVILLE PREDATORS,C,4135,0.00133,2,-0.001232331,-0.16
NIKOLAI KULEMIN,TORONTO MAPLE LEAFS,L,4239,0.00062,1,-0.001208672,-0.16
RYAN WHITE,MONTREAL CANADIENS,C,2020,0.00002,1,-0.002542331,-0.16
TOM SESTITO,VANCOUVER CANUCKS,L,1279,-0.00216,2,-0.003988672,-0.16
ZBYNEK MICHALEK,PHOENIX COYOTES,D,3067,-0.00365,1,-0.001690819,-0.17
DAVE BOLLAND,TORONTO MAPLE LEAFS,C,2991,0.0008,2,-0.001762331,-0.18
GABRIEL BOURQUE,NASHVILLE PREDATORS,L,2618,-0.00018,1,-0.002008672,-0.18
MILAN LUCIC,BOSTON BRUINS,L,4549,0.00063,1,-0.001198672,-0.2
KEITH AULIE,TAMPA BAY LIGHTNING,D,1977,-0.00474,1,-0.002780819,-0.21
SHELDON BROOKBANK,CHICAGO BLACKHAWKS,D,1662,-0.00528,1,-0.003320819,-0.21
LUCA SBISA,ANAHEIM DUCKS,D,2839,-0.00392,1,-0.001960819,-0.22
ZACK KASSIAN,VANCOUVER CANUCKS,R,2727,0,1,-0.002053094,-0.22
ADAM BURISH,SAN JOSE SHARKS,R,1829,-0.00104,1,-0.003093094,-0.23
ALEX KILLORN,TAMPA BAY LIGHTNING,C,2873,0.00059,1,-0.001972331,-0.23
JARED BOLL,COLUMBUS BLUE JACKETS,R,1484,-0.00174,1,-0.003793094,-0.23
LUKE GAZDIC,EDMONTON OILERS,L,693,-0.00646,1,-0.008288672,-0.24
JOAKIM ANDERSSON,DETROIT RED WINGS,C,3576,0.00093,2,-0.001632331,-0.25
ROSTISLAV KLESLA,PHOENIX COYOTES,D,2880,-0.00399,1,-0.002030819,-0.25
AARON ROME,DALLAS STARS,D,1496,-0.00589,1,-0.003930819,-0.26
BRUNO GERVAIS,PHILADELPHIA FLYERS,D,1893,-0.00506,1,-0.003100819,-0.26
HAL GILL,PHILADELPHIA FLYERS,D,1290,-0.0065,2,-0.004540819,-0.26
JAMES WRIGHT,WINNIPEG JETS,C,2705,0.00037,1,-0.002192331,-0.26
MARK FISTRIC,ANAHEIM DUCKS,D,2293,-0.00456,2,-0.002600819,-0.27
SHAWN MATTHIAS,FLORIDA PANTHERS,C,3866,0.001,1,-0.001562331,-0.28
ANDREW EBBETT,PITTSBURGH PENGUINS,C,1459,-0.00163,2,-0.004192331,-0.29
JANNIK HANSEN,VANCOUVER CANUCKS,R,3561,0.0003,1,-0.001753094,-0.3
DARROLL POWE,NEW YORK RANGERS,C,1309,-0.00225,2,-0.004812331,-0.31
CHRIS BUTLER,CALGARY FLAMES,D,4319,-0.00344,1,-0.001480819,-0.32
DREW MILLER,DETROIT RED WINGS,L,3132,-0.00019,1,-0.002018672,-0.32
JEFF HALPERN,PHOENIX COYOTES,C,2672,0.00019,3,-0.002372331,-0.32
PAUL GAUSTAD,NASHVILLE PREDATORS,C,3484,0.00073,1,-0.001832331,-0.32
ANDREJ MESZAROS,PHILADELPHIA FLYERS,D,1601,-0.00606,1,-0.004100819,-0.35
CARL GUNNARSSON,TORONTO MAPLE LEAFS,D,4962,-0.00332,1,-0.001360819,-0.37
SHAWN THORNTON,BOSTON BRUINS,L,1846,-0.00184,1,-0.003668672,-0.37
JEFF SCHULTZ,WASHINGTON CAPITALS,D,1043,-0.0085,1,-0.006540819,-0.38
STEVE EMINGER,NEW YORK RANGERS,D,1617,-0.0062,1,-0.004240819,-0.38
BRYAN BICKELL,CHICAGO BLACKHAWKS,L,2887,-0.00058,1,-0.002408672,-0.4
SHELDON SOURAY,ANAHEIM DUCKS,D,2691,-0.00459,1,-0.002630819,-0.41
BRANDON PRUST,MONTREAL CANADIENS,L,2846,-0.00068,1,-0.002508672,-0.42
DALE WEISE,VANCOUVER CANUCKS,R,1957,-0.00162,1,-0.003673094,-0.43
MATT NISKANEN,PITTSBURGH PENGUINS,D,4384,-0.0036,1,-0.001640819,-0.43
ERIC BELANGER,EDMONTON OILERS,C,1536,-0.00216,1,-0.004722331,-0.44
DEREK DORSETT,NEW YORK RANGERS,R,2087,-0.00148,2,-0.003533094,-0.45
RYAN REAVES,ST. LOUIS BLUES,R,1490,-0.00293,1,-0.004983094,-0.46
BRENDEN MORROW,ST. LOUIS BLUES,L,2969,-0.0007,3,-0.002528672,-0.47
CHRIS THORBURN,WINNIPEG JETS,R,1850,-0.002,1,-0.004053094,-0.47
MICHAL HANDZUS,CHICAGO BLACKHAWKS,C,3017,0.00006,2,-0.002502331,-0.47
DAVID BACKES,ST. LOUIS BLUES,R,5625,0.00069,1,-0.001363094,-0.49
STEPHANE ROBIDAS,DALLAS STARS,D,4404,-0.0037,1,-0.001740819,-0.49
MARCUS KRUGER,CHICAGO BLACKHAWKS,C,4107,0.00064,1,-0.001922331,-0.52
COLIN FRASER,LOS ANGELES KINGS,C,2061,-0.00131,1,-0.003872331,-0.53
DANIEL WINNIK,ANAHEIM DUCKS,C,3983,0.00055,1,-0.002012331,-0.53
DALTON PROUT,COLUMBUS BLUE JACKETS,D,2331,-0.00541,1,-0.003450819,-0.54
LENNART PETRELL,EDMONTON OILERS,C,1282,-0.0038,1,-0.006362331,-0.55
MARK FRASER,TORONTO MAPLE LEAFS,D,3625,-0.00423,2,-0.002270819,-0.56
KORBINIAN HOLZER,TORONTO MAPLE LEAFS,D,1533,-0.00742,1,-0.005460819,-0.58
BRENT SEABROOK,CHICAGO BLACKHAWKS,D,5105,-0.00361,1,-0.001650819,-0.59
JASON CHIMERA,WASHINGTON CAPITALS,L,3587,-0.00052,1,-0.002348672,-0.59
JASON GARRISON,VANCOUVER CANUCKS,D,4897,-0.00368,1,-0.001720819,-0.59
PATRIK BERGLUND,ST. LOUIS BLUES,C,4474,0.00066,1,-0.001902331,-0.6
CHARLIE COYLE,MINNESOTA WILD,C,2975,-0.00032,2,-0.002882331,-0.61
DAVIS DREWISKE,MONTREAL CANADIENS,D,1473,-0.00796,2,-0.006000819,-0.64
MATT CARKNER,NEW YORK ISLANDERS,D,1987,-0.00641,1,-0.004450819,-0.64
THOMAS HICKEY,NEW YORK ISLANDERS,D,4007,-0.00417,1,-0.002210819,-0.64
BRIAN MCGRATTAN,CALGARY FLAMES,R,1175,-0.00557,2,-0.007623094,-0.65
CHRIS KELLY,BOSTON BRUINS,C,3017,-0.00039,1,-0.002952331,-0.65
MARK LETESTU,COLUMBUS BLUE JACKETS,C,4340,0.00051,2,-0.002052331,-0.65
ADAM MCQUAID,BOSTON BRUINS,D,2428,-0.00571,1,-0.003750819,-0.67
NICKLAS GROSSMANN,PHILADELPHIA FLYERS,D,3669,-0.00443,1,-0.002470819,-0.67
RYAN WHITNEY,FLORIDA PANTHERS,D,2125,-0.00631,2,-0.004350819,-0.69
DAN GIRARDI,NEW YORK RANGERS,D,6282,-0.00345,1,-0.001490819,-0.71
TUOMO RUUTU,CAROLINA HURRICANES,R,2403,-0.00184,1,-0.003893094,-0.71
DEREK MORRIS,PHOENIX COYOTES,D,3974,-0.00436,1,-0.002400819,-0.73
GREG ZANON,COLORADO AVALANCHE,D,2528,-0.00572,1,-0.003760819,-0.73
ZDENO CHARA,BOSTON BRUINS,D,5942,-0.00356,1,-0.001600819,-0.73
ADAM LARSSON,NEW JERSEY DEVILS,D,2408,-0.00602,1,-0.004060819,-0.76
TOMAS FLEISCHMANN,FLORIDA PANTHERS,L,4132,-0.00055,1,-0.002378672,-0.77
PATRICK BORDELEAU,COLORADO AVALANCHE,L,1732,-0.00389,1,-0.005718672,-0.78
CODY EAKIN,DALLAS STARS,C,5321,0.00062,1,-0.001942331,-0.83
JONAS BRODIN,MINNESOTA WILD,D,4698,-0.00421,1,-0.002250819,-0.86
RICH CLUNE,NASHVILLE PREDATORS,L,1914,-0.00377,1,-0.005598672,-0.88
MATT MARTIN,NEW YORK ISLANDERS,L,3350,-0.0014,1,-0.003228672,-0.89
ZENON KONOPKA,BUFFALO SABRES,C,2065,-0.0027,2,-0.005262331,-0.9
BRAD MARCHAND,BOSTON BRUINS,C,3937,-0.00028,1,-0.002842331,-0.94
MATT BELESKEY,ANAHEIM DUCKS,L,2458,-0.00275,1,-0.004578672,-0.95
NIKLAS HJALMARSSON,CHICAGO BLACKHAWKS,D,4596,-0.0044,1,-0.002440819,-0.95
SAMI SALO,TAMPA BAY LIGHTNING,D,3914,-0.00483,1,-0.002870819,-0.95
BRYAN ALLEN,ANAHEIM DUCKS,D,3964,-0.00488,1,-0.002920819,-0.99
RYAN O'BYRNE,TORONTO MAPLE LEAFS,D,2375,-0.00681,2,-0.004850819,-0.99
VLADIMIR SOBOTKA,ST. LOUIS BLUES,C,4167,-0.00033,1,-0.002892331,-1.05
MAXIM LAPIERRE,ST. LOUIS BLUES,C,3570,-0.0009,2,-0.003462331,-1.09
GREGORY CAMPBELL,BOSTON BRUINS,C,4092,-0.00049,1,-0.003052331,-1.11
BRYCE SALVADOR,NEW JERSEY DEVILS,D,2832,-0.00644,1,-0.004480819,-1.14
ZAC RINALDO,PHILADELPHIA FLYERS,C,1788,-0.00455,1,-0.007112331,-1.14
CODY MCLEOD,COLORADO AVALANCHE,L,2915,-0.00266,1,-0.004488672,-1.19
DOUGLAS MURRAY,MONTREAL CANADIENS,D,3235,-0.00605,3,-0.004090819,-1.21
JAMES VAN RIEMSDYK,TORONTO MAPLE LEAFS,L,5690,-0.00052,1,-0.002348672,-1.22
ERIC NYSTROM,NASHVILLE PREDATORS,L,3560,-0.002,2,-0.003828672,-1.26
COLTON ORR,TORONTO MAPLE LEAFS,R,1692,-0.0061,1,-0.008153094,-1.28
BRIAN LASHOFF,DETROIT RED WINGS,D,2910,-0.00672,1,-0.004760819,-1.29
KEATON ELLERBY,WINNIPEG JETS,D,2915,-0.0068,3,-0.004840819,-1.32
TANNER GLASS,PITTSBURGH PENGUINS,L,2317,-0.00427,2,-0.006098672,-1.32
NICK SPALING,NASHVILLE PREDATORS,C,3923,-0.00106,1,-0.003622331,-1.33
ROBYN REGEHR,LOS ANGELES KINGS,D,4342,-0.00523,2,-0.003270819,-1.33
B.J. CROMBEEN,TAMPA BAY LIGHTNING,R,2212,-0.00458,1,-0.006633094,-1.39
MATT COOKE,MINNESOTA WILD,L,3443,-0.00243,2,-0.004258672,-1.39
BRAYDON COBURN,PHILADELPHIA FLYERS,D,4477,-0.00537,1,-0.003410819,-1.47
ERIK GUDBRANSON,FLORIDA PANTHERS,D,3346,-0.00654,1,-0.004580819,-1.48
TORREY MITCHELL,MINNESOTA WILD,C,2250,-0.00437,1,-0.006932331,-1.51
MARC METHOT,OTTAWA SENATORS,D,5303,-0.00492,1,-0.002960819,-1.52
KARL ALZNER,WASHINGTON CAPITALS,D,5211,-0.00498,1,-0.003020819,-1.53
JAN HEJDA,COLORADO AVALANCHE,D,4674,-0.00538,1,-0.003420819,-1.56
ANDREW FERENCE,EDMONTON OILERS,D,5251,-0.00506,2,-0.003100819,-1.6
JOHN ERSKINE,WASHINGTON CAPITALS,D,2761,-0.00797,1,-0.006010819,-1.64
MATT HENDRICKS,EDMONTON OILERS,C,3209,-0.00265,3,-0.005212331,-1.66
BRAD STUART,SAN JOSE SHARKS,D,4860,-0.00542,1,-0.003460819,-1.67
MIKE WEBER,BUFFALO SABRES,D,3284,-0.00716,1,-0.005200819,-1.7
ERIC BREWER,TAMPA BAY LIGHTNING,D,4242,-0.00601,1,-0.004050819,-1.72
JAY HARRISON,CAROLINA HURRICANES,D,4299,-0.00604,1,-0.004080819,-1.76
CLAYTON STONER,MINNESOTA WILD,D,3722,-0.00728,1,-0.005320819,-2.05
TIM GLEASON,TORONTO MAPLE LEAFS,D,3636,-0.00754,2,-0.005580819,-2.12
ROB SCUDERI,PITTSBURGH PENGUINS,D,4006,-0.0071,2,-0.005140819,-2.16
LUKE SCHENN,PHILADELPHIA FLYERS,D,4789,-0.00662,1,-0.004660819,-2.38
BROOKS ORPIK,PITTSBURGH PENGUINS,D,4744,-0.00695,1,-0.004990819,-2.55
LADISLAV SMID,CALGARY FLAMES,D,5023,-0.00773,2,-0.005770819,-3.24
NICK SCHULTZ,EDMONTON OILERS,D,4658,-0.00857,1,-0.006610819,-3.47
